0.0476 40.2 -1.9694E-3 1.46803E-3
0.0476 40.69 -1.96905E-3 1.46736E-3
0.0476 41.18 -1.9687E-3 1.46671E-3
0.0476 41.67 -1.96836E-3 1.46606E-3
0.0476 42.16 -1.96803E-3 1.46541E-3
0.0476 42.65 -1.96769E-3 1.46478E-3
0.0476 43.14 -1.96736E-3 1.46415E-3
0.0476 43.63 -1.96704E-3 1.46352E-3
0.0476 44.12 -1.96671E-3 1.46291E-3
0.0476 44.61 -1.96639E-3 1.4623E-3
0.0476 45.1 -1.96608E-3 1.4617E-3
0.0476 45.59 -1.96577E-3 1.4611E-3
0.0476 46.08 -1.96546E-3 1.46051E-3
0.0476 46.57 -1.96515E-3 1.45993E-3
0.0476 47.06 -1.96485E-3 1.45935E-3
0.0476 47.55 -1.96455E-3 1.45878E-3
0.0476 48.04 -1.96425E-3 1.45822E-3
0.0476 48.53 -1.96396E-3 1.45766E-3
0.0476 49.02 -1.96367E-3 1.45711E-3
0.0476 49.51 -1.96338E-3 1.45656E-3
0.057 1. -2.94559E-3 2.34979E-3
0.057 1.49 -2.92471E-3 2.28682E-3
0.057 1.98 -2.90889E-3 2.24237E-3
0.057 2.47 -2.89688E-3 2.2114E-3
0.057 2.96 -2.88727E-3 2.18815E-3
0.057 3.45 -2.87902E-3 2.16852E-3
0.057 3.94 -2.87192E-3 2.15215E-3
0.057 4.43 -2.86566E-3 2.1381E-3
0.057 4.92 -2.86007E-3 2.12584E-3
0.057 5.41 -2.85503E-3 2.11492E-3
0.057 5.9 -2.8504E-3 2.10481E-3
0.057 6.39 -2.84617E-3 2.09571E-3
0.057 6.88 -2.8423E-3 2.08779E-3
0.057 7.37 -2.83872E-3 2.08056E-3
0.057 7.86 -2.83536E-3 2.07376E-3
0.057 8.35 -2.8322E-3 2.06737E-3
0.057 8.84 -2.82923E-3 2.06134E-3
0.057 9.33 -2.82641E-3 2.05561E-3
0.057 9.82 -2.82374E-3 2.05022E-3
0.057 10.31 -2.82123E-3 2.04533E-3
0.057 10.8 -2.81886E-3 2.0408E-3
0.057 11.29 -2.81659E-3 2.03647E-3
0.057 11.78 -2.81442E-3 2.03233E-3
0.057 12.27 -2.81233E-3 2.02835E-3
0.057 12.76 -2.81033E-3 2.02453E-3
0.057 13.25 -2.8084E-3 2.02086E-3
0.057 13.74 -2.80654E-3 2.01731E-3
0.057 14.23 -2.80475E-3 2.01389E-3
0.057 14.72 -2.80303E-3 2.01062E-3
0.057 15.21 -2.80137E-3 2.00751E-3
0.057 15.7 -2.79978E-3 2.00462E-3
0.057 16.19 -2.79825E-3 2.00187E-3
0.057 16.68 -2.79676E-3 1.99918E-3
0.057 17.17 -2.79532E-3 1.99656E-3
0.057 17.66 -2.79392E-3 1.99402E-3
0.057 18.15 -2.79255E-3 1.99155E-3
0.057 18.64 -2.79122E-3 1.98915E-3
0.057 19.13 -2.78993E-3 1.98681E-3
0.057 19.62 -2.78867E-3 1.98453E-3
0.057 20.11 -2.78744E-3 1.9823E-3
0.057 20.6 -2.78624E-3 1.98013E-3
0.057 21.09 -2.78507E-3 1.97801E-3
0.057 21.58 -2.78392E-3 1.97593E-3
0.057 22.07 -2.7828E-3 1.97391E-3
